molecule_chembl_id,smiles,IC50_nM,pIC50,units,gene_symbol,uniprot_accession,chembl_target_id,protein_name,mw,logp,hba,hbd,tpsa,rotatable_bonds,rings,aromatic_rings,heavy_atoms,qed,fsp3,stereo_centers,ro5_violations,ro5_violation_details,ro5_pass,admet_qed,admet_tpsa,admet_rotb,admet_mw_range,admet_logp_range,admet_hbd,admet_hba,admet_rings,admet_pass,is_pains,pains_description,pains_pass,has_unwanted_substructure,unwanted_substructures,brenk_pass,passed_all_filters
CHEMBL000012,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,68.71579773202446,7.162943407349051,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,329.02760748400004,3.572600000000002,5,2,62.730000000000004,3,3,3,20,0.7686164717854101,0.07142857142857142,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000013,O=C(c1ccc(Cl)cc1)N1CCN(c2ncnc3ccccc23)CC1,117468.21433712909,3.930079633013303,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,352.109088844,3.2456000000000014,4,0,49.330000000000005,2,4,3,25,0.7100746986812095,0.21052631578947367,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000014,Cc1ccc(-c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)c(C)n2-c2ccc(F)cc2)cc1,61288.18337804038,4.2126232512304504,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,496.26383989600004,5.899940000000006,3,1,40.510000000000005,6,5,4,37,0.3613676135606394,0.25806451612903225,0,1,LogP=5.90>5,True,False,True,True,True,True,True,True,True,False,True,pyrrole_B(29),False,False,,True,False
CHEMBL000015,COc1ccc(Nc2ncc3cc(-c4ccc(F)cc4)cc(=O)n3n2)cc1,1105.175614857397,5.95656870613854,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,362.11790394,3.647800000000002,5,1,68.52,4,4,4,27,0.6001709199617381,0.05,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000016,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1,5238.979276036664,5.2807533194983645,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,239.094628656,3.0441000000000003,2,2,49.33,3,2,2,18,0.808653511215013,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,michael_acceptor;isolated_alkene,False,False
CHEMBL000017,Cc1ccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)cc1,53.53391451693621,7.271370998892911,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,315.054084284,3.8146200000000023,2,1,46.17,3,2,2,21,0.9358255532078548,0.14285714285714285,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000018,CC(Nc1nc2ccccc2s1)c1ccccc1,3647.8427890152284,5.437963886718183,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,254.087769448,4.469400000000003,3,1,24.92,3,3,3,18,0.7456020593403673,0.13333333333333333,1,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000019,N#Cc1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1,20818.793237618804,4.681544447997062,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,295.05123962,3.945280000000002,2,2,68.68,2,3,3,21,0.7514579774465523,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000020,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1.0035218815629632,8.998473153382331,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,446.15209652799996,4.275600000000003,7,1,68.74000000000001,8,4,3,31,0.517854527865434,0.36363636363636365,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000021,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCC,345.67219765513465,6.4613355492701965,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,373.042588852,4.543200000000003,5,1,56.269999999999996,5,3,3,23,0.710549727643725,0.17647058823529413,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000022,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,125.51848623234581,6.901292307031886,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,343.04325754800004,3.5969000000000015,5,1,53.94,3,3,3,21,0.7868681517234083,0.13333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000023,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,21733.130075639314,4.662877720679814,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,349.021459484,5.289100000000002,3,1,37.81,2,4,4,22,0.49938282866401273,0.0,0,1,LogP=5.29>5,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000024,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC,1038.900814573934,5.983425913212226,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,361.099332684,4.963300000000003,5,1,56.27000000000001,6,3,3,25,0.6718329180653437,0.2222222222222222,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000025,Cc1cnc(Nc2cc(C(F)(F)F)cc(C3(N)CC3)c2)nc1,108.0478465115574,6.966383884564799,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,308.12488114000007,3.4952200000000015,4,2,63.83,3,3,2,22,0.9107210731688247,0.3333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000026,O=C(Nc1ccc2c(c1)OCCO2)c1ccc(Cl)cc1,8442.875130423537,5.0735096338665455,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,289.050570924,3.363500000000002,3,1,47.56,2,3,2,20,0.9219638403299357,0.13333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000027,CS(=O)(=O)c1ccc(-c2nc3ccccc3s2)cc1,43.296518162411246,7.363547027518508,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,289.023120592,3.3668000000000022,4,0,47.03,2,3,3,19,0.7264218540215103,0.07142857142857142,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000028,CC1CCN(c2nc(Nc3ccc(F)c(Cl)c3)c3ncnc(N4CC4)c3n2)CC1,1261.705612277371,5.899041965121793,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,413.1530995720001,4.012200000000003,7,1,69.84,4,5,3,29,0.6476963579880024,0.4,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000029,c1ccc2c(c1)nc(Nc1ccc(F)c(Cl)c1)nc2N1CCCC1,434.05086364723934,6.362459375310085,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,342.104752412,4.7661000000000024,4,1,41.050000000000004,3,4,3,24,0.7442830304115482,0.2222222222222222,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000030,CC(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,1266.3679725577583,5.897440081655905,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,432.0585732640001,5.761300000000003,4,2,66.91,4,4,4,28,0.429491249943932,0.045454545454545456,0,1,LogP=5.76>5,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000031,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,0.26398711099781347,9.578417276763407,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,339.01195742000004,4.012200000000001,4,2,66.49000000000001,2,4,4,21,0.5785608229687814,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000032,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,166.05266005623955,6.779754162893099,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,329.02760748400004,3.572600000000002,5,2,62.730000000000004,3,3,3,20,0.7686164717854101,0.07142857142857142,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000033,O=C(c1ccc(Cl)cc1)N1CCN(c2ncnc3ccccc23)CC1,6117.39316391076,5.2134336065661495,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,352.109088844,3.2456000000000014,4,0,49.330000000000005,2,4,3,25,0.7100746986812095,0.21052631578947367,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000034,Cc1ccc(-c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)c(C)n2-c2ccc(F)cc2)cc1,9.25087114748692,8.033817368154784,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,496.26383989600004,5.899940000000006,3,1,40.510000000000005,6,5,4,37,0.3613676135606394,0.25806451612903225,0,1,LogP=5.90>5,True,False,True,True,True,True,True,True,True,False,True,pyrrole_B(29),False,False,,True,False
CHEMBL000035,COc1ccc(Nc2ncc3cc(-c4ccc(F)cc4)cc(=O)n3n2)cc1,10746.461198640507,4.968734525043466,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,362.11790394,3.647800000000002,5,1,68.52,4,4,4,27,0.6001709199617381,0.05,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000036,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1,77.03793047195342,7.113295392507133,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,239.094628656,3.0441000000000003,2,2,49.33,3,2,2,18,0.808653511215013,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,michael_acceptor;isolated_alkene,False,False
CHEMBL000037,Cc1ccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)cc1,137881.24169815317,3.8604948141803366,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,315.054084284,3.8146200000000023,2,1,46.17,3,2,2,21,0.9358255532078548,0.14285714285714285,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000038,CC(Nc1nc2ccccc2s1)c1ccccc1,15569.65801077881,4.807720926652355,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,254.087769448,4.469400000000003,3,1,24.92,3,3,3,18,0.7456020593403673,0.13333333333333333,1,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000039,N#Cc1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1,80.2986319392082,7.095291853803685,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,295.05123962,3.945280000000002,2,2,68.68,2,3,3,21,0.7514579774465523,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000040,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,12.368018608711948,7.907699869993115,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,446.15209652799996,4.275600000000003,7,1,68.74000000000001,8,4,3,31,0.517854527865434,0.36363636363636365,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000041,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCC,87.68949686038894,7.057052421784956,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,373.042588852,4.543200000000003,5,1,56.269999999999996,5,3,3,23,0.710549727643725,0.17647058823529413,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000042,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,236.30473478588746,6.626527576417639,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,343.04325754800004,3.5969000000000015,5,1,53.94,3,3,3,21,0.7868681517234083,0.13333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000043,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,448.3896128234963,6.348344456616067,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,349.021459484,5.289100000000002,3,1,37.81,2,4,4,22,0.49938282866401273,0.0,0,1,LogP=5.29>5,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000044,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC,26168.75044082132,4.582217014448859,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,361.099332684,4.963300000000003,5,1,56.27000000000001,6,3,3,25,0.6718329180653437,0.2222222222222222,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000045,Cc1cnc(Nc2cc(C(F)(F)F)cc(C3(N)CC3)c2)nc1,1904.4356936622726,5.720233687407937,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,308.12488114000007,3.4952200000000015,4,2,63.83,3,3,2,22,0.9107210731688247,0.3333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000046,O=C(Nc1ccc2c(c1)OCCO2)c1ccc(Cl)cc1,777.961592106613,6.109041843560319,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,289.050570924,3.363500000000002,3,1,47.56,2,3,2,20,0.9219638403299357,0.13333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000047,CS(=O)(=O)c1ccc(-c2nc3ccccc3s2)cc1,4.114496153671486,8.385683339328374,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,289.023120592,3.3668000000000022,4,0,47.03,2,3,3,19,0.7264218540215103,0.07142857142857142,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000048,CC1CCN(c2nc(Nc3ccc(F)c(Cl)c3)c3ncnc(N4CC4)c3n2)CC1,48.3696077640041,7.315427434352692,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,413.1530995720001,4.012200000000003,7,1,69.84,4,5,3,29,0.6476963579880024,0.4,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000049,c1ccc2c(c1)nc(Nc1ccc(F)c(Cl)c1)nc2N1CCCC1,69913.36940854017,4.155439766955899,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,342.104752412,4.7661000000000024,4,1,41.050000000000004,3,4,3,24,0.7442830304115482,0.2222222222222222,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000050,CC(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,51.74567373756257,7.286125954092192,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,432.0585732640001,5.761300000000003,4,2,66.91,4,4,4,28,0.429491249943932,0.045454545454545456,0,1,LogP=5.76>5,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000051,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,599.2712191988792,6.222376579375525,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,339.01195742000004,4.012200000000001,4,2,66.49000000000001,2,4,4,21,0.5785608229687814,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000052,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1642.0372329541376,5.784616999541061,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,329.02760748400004,3.572600000000002,5,2,62.730000000000004,3,3,3,20,0.7686164717854101,0.07142857142857142,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000053,O=C(c1ccc(Cl)cc1)N1CCN(c2ncnc3ccccc23)CC1,19.16397372486455,7.717514433261302,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,352.109088844,3.2456000000000014,4,0,49.330000000000005,2,4,3,25,0.7100746986812095,0.21052631578947367,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000054,Cc1ccc(-c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)c(C)n2-c2ccc(F)cc2)cc1,4.502987239383959,8.346499283743926,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,496.26383989600004,5.899940000000006,3,1,40.510000000000005,6,5,4,37,0.3613676135606394,0.25806451612903225,0,1,LogP=5.90>5,True,False,True,True,True,True,True,True,True,False,True,pyrrole_B(29),False,False,,True,False
CHEMBL000055,COc1ccc(Nc2ncc3cc(-c4ccc(F)cc4)cc(=O)n3n2)cc1,6.354477134827414,8.196920178674297,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,362.11790394,3.647800000000002,5,1,68.52,4,4,4,27,0.6001709199617381,0.05,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000056,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1,2876.2477029272054,5.5411737151660425,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,239.094628656,3.0441000000000003,2,2,49.33,3,2,2,18,0.808653511215013,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,michael_acceptor;isolated_alkene,False,False
CHEMBL000057,Cc1ccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)cc1,461.1248890886045,6.336181436223178,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,315.054084284,3.8146200000000023,2,1,46.17,3,2,2,21,0.9358255532078548,0.14285714285714285,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000058,CC(Nc1nc2ccccc2s1)c1ccccc1,50.478315401881076,7.296895147105346,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,254.087769448,4.469400000000003,3,1,24.92,3,3,3,18,0.7456020593403673,0.13333333333333333,1,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000059,N#Cc1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1,5.453587798336639,8.26331769068354,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,295.05123962,3.945280000000002,2,2,68.68,2,3,3,21,0.7514579774465523,0.0,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000060,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,829.3948928099239,6.081238643232065,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,446.15209652799996,4.275600000000003,7,1,68.74000000000001,8,4,3,31,0.517854527865434,0.36363636363636365,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000061,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCC,300.9459235584604,6.521511535004274,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,373.042588852,4.543200000000003,5,1,56.269999999999996,5,3,3,23,0.710549727643725,0.17647058823529413,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000062,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7236.065027171089,5.1404975389909575,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,343.04325754800004,3.5969000000000015,5,1,53.94,3,3,3,21,0.7868681517234083,0.13333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000063,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,9869.83599436287,5.005690063878994,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,349.021459484,5.289100000000002,3,1,37.81,2,4,4,22,0.49938282866401273,0.0,0,1,LogP=5.29>5,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000064,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC,9.57659820128541,8.018788733591297,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,361.099332684,4.963300000000003,5,1,56.27000000000001,6,3,3,25,0.6718329180653437,0.2222222222222222,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000065,Cc1cnc(Nc2cc(C(F)(F)F)cc(C3(N)CC3)c2)nc1,1.4643333623240213,8.834360042856234,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,308.12488114000007,3.4952200000000015,4,2,63.83,3,3,2,22,0.9107210731688247,0.3333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000066,O=C(Nc1ccc2c(c1)OCCO2)c1ccc(Cl)cc1,203.2428060737141,6.691984817629499,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,289.050570924,3.363500000000002,3,1,47.56,2,3,2,20,0.9219638403299357,0.13333333333333333,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,True,catechol,False,False
CHEMBL000067,CS(=O)(=O)c1ccc(-c2nc3ccccc3s2)cc1,4.951088087414463,8.305299346838035,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,289.023120592,3.3668000000000022,4,0,47.03,2,3,3,19,0.7264218540215103,0.07142857142857142,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000068,CC1CCN(c2nc(Nc3ccc(F)c(Cl)c3)c3ncnc(N4CC4)c3n2)CC1,45.451263682868,7.342454037571451,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,413.1530995720001,4.012200000000003,7,1,69.84,4,5,3,29,0.6476963579880024,0.4,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000069,c1ccc2c(c1)nc(Nc1ccc(F)c(Cl)c1)nc2N1CCCC1,1471.2268151026472,5.832320368092313,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,342.104752412,4.7661000000000024,4,1,41.050000000000004,3,4,3,24,0.7442830304115482,0.2222222222222222,0,0,,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
CHEMBL000070,CC(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,45.489021162586,7.34209340826262,nM,TRIM22,Q8IYM9,CHEMBL203,TRIM22 kinase,432.0585732640001,5.761300000000003,4,2,66.91,4,4,4,28,0.429491249943932,0.045454545454545456,0,1,LogP=5.76>5,True,True,True,True,True,True,True,True,True,True,False,,True,False,,True,True
